ccode,country,cname,cmark,year,wars,war,warl,onset,ethonset,durest,aim,casename,ended,ethwar,waryrs,pop,lpop,polity2,gdpen,gdptype,gdpenl,lgdpenl1,lpopl1,region,western,eeurop,lamerica,ssafrica,asia,nafrme,colbrit,colfra,mtnest,lmtnest,elevdiff,Oil,ncontig,ethfrac,ef,plural,second,numlang,relfrac,plurrel,minrelpc,muslim,nwstate,polity2l,instab,anocl,deml,empethfrac,empwarl,emponset,empgdpenl,emplpopl,emplmtnest,empncontig,empolity2l,sdwars,sdonset,colwars,colonset,cowwars,cowonset,cowwarl,sdwarl,colwarl
2,USA,USA,1,1945,0,0,0,0,0,,,,,,,140969,11.856296,10,7.626,3,7.626,8.939319,11.856296,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.4936721,0,0,6.7971797,11.979191,3.2115722,1,7.68712,0,0,,,0,0,0,0,
2,USA,USA,0,1946,0,0,0,0,0,,,,,,,141936,11.8631315,10,7.654,3,7.626,8.939319,11.856296,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,6.7971797,11.979191,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1947,0,0,0,0,0,,,,,,,142713,11.868591,10,8.025,3,7.654,8.942984,11.8631315,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,7.654,11.8631315,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1948,0,0,0,0,0,,,,,,,145326,11.886735,10,8.27,3,8.025,8.990317,11.868591,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,8.025,11.868591,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1949,0,0,0,0,0,,,,,,,147987,11.90488,10,8.04,3,8.27,9.02039,11.886735,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,8.27,11.886735,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1950,0,0,0,0,0,,,,,,,152273,11.933431,10,8.772,0,8.04,8.992185,11.90488,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,8.04,11.90488,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1951,0,0,0,0,0,,,,,,,155000,11.95118,10,9.109,0,8.772,9.07932,11.933431,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,8.772,11.933431,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1952,0,0,0,0,0,,,,,,,157727,11.968621,10,9.074,0,9.109,9.117018,11.95118,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,9.109,11.95118,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1953,0,0,0,0,0,,,,,,,160475,11.985893,10,9.3,0,9.074,9.113169,11.968621,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,9.074,11.968621,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1954,0,0,0,0,0,,,,,,,163202,12.002744,10,9.089,0,9.3,9.13777,11.985893,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,9.3,11.985893,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1955,0,0,0,0,0,,,,,,,165929,12.019316,10,9.723,0,9.089,9.1148205,12.002744,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,9.089,12.002744,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1956,0,0,0,0,0,,,,,,,168882,12.036956,10,9.712,0,9.723,9.182249,12.019316,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,9.723,12.019316,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1957,0,0,0,0,0,,,,,,,171835,12.05429,10,9.643,0,9.712,9.181117,12.036956,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,9.712,12.036956,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1958,0,0,0,0,0,,,,,,,174767,12.071209,10,9.37,0,9.643,9.173987,12.05429,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,9.643,12.05429,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1959,0,0,0,0,0,,,,,,,177720,12.087965,10,9.839,0,9.37,9.145268,12.071209,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,9.37,12.071209,3.2148678,1,10,0,0,,,0,0,0,0,
2,USA,USA,0,1960,0,0,0,0,0,,,,,,,180673,12.1044445,10,9.895,0,9.839,9.194109,12.087965,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,9.839,12.087965,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1961,0,0,0,0,0,,,,,,,183687,12.120989,10,9.946,0,9.895,9.199785,12.1044445,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,9.895,12.1044445,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1962,0,0,0,0,0,,,,,,,186537,12.136385,10,10.358,0,9.946,9.204926,12.120989,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,9.946,12.120989,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1963,0,0,0,0,0,,,,,,,189244,12.150792,10,10.642,0,10.358,9.245515,12.136385,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,10.358,12.136385,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1964,0,0,0,0,0,,,,,,,191889,12.164672,10,11.072,0,10.642,9.272564,12.150792,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,10.642,12.150792,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1965,0,0,0,0,0,,,,,,,194309,12.177205,10,11.649,0,11.072,9.312175,12.164672,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,11.072,12.164672,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1966,0,0,0,0,0,,,,,,,196564,12.188744,10,12.164,0,11.649,9.362976,12.177205,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,11.649001,12.177205,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1967,0,0,0,0,0,,,,,,,198717,12.199637,10,12.318,0,12.164,9.406236,12.188744,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,12.164,12.188744,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1968,0,0,0,0,0,,,,,,,200706,12.209597,10,12.723,0,12.318,9.418817,12.199637,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,12.318,12.199637,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1969,0,0,0,0,0,,,,,,,202675,12.219359,10,12.975,0,12.723,9.451167,12.209597,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,12.722999,12.209597,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1970,0,0,0,0,0,,,,,,,205052,12.231019,10,12.963,0,12.975,9.470779,12.219359,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,12.975,12.219359,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1971,0,0,0,0,0,,,,,,,207661,12.243662,10,13.233,0,12.963,9.469854,12.231019,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,12.962999,12.231019,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1972,0,0,0,0,0,,,,,,,209896,12.254368,10,13.747,0,13.233,9.490469,12.243662,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,13.233,12.243662,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1973,0,0,0,0,0,,,,,,,211909,12.263912,10,14.379,0,13.747,9.528576,12.254368,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,13.747,12.254368,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1974,0,0,0,0,0,,,,,,,213854,12.273048,10,14.078,0,14.379,9.573524,12.263912,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,14.379,12.263912,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1975,0,0,0,0,0,,,,,,,215973,12.282908,10,13.682,0,14.078,9.552368,12.273048,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,14.078,12.273048,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1976,0,0,0,0,0,,,,,,,218035,12.292411,10,14.271,0,13.682,9.523836,12.282908,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,13.681999,12.282908,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1977,0,0,0,0,0,,,,,,,220239,12.302468,10,14.832,0,14.271,9.565985,12.292411,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,14.271001,12.292411,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1978,0,0,0,0,0,,,,,,,222585,12.313065,10,15.44,0,14.832,9.604543,12.302468,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,14.832,12.302468,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1979,0,0,0,0,0,,,,,,,225055,12.3241005,10,15.637,0,15.44,9.644717,12.313065,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,15.44,12.313065,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1980,0,0,0,0,0,,,,,,,227757,12.336035,10,15.295,0,15.637,9.657395,12.3241005,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,15.637001,12.3241005,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1981,0,0,0,0,0,,,,,,,230138,12.346435,10,15.502,0,15.295,9.635282,12.336035,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,15.295,12.336035,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1982,0,0,0,0,0,,,,,,,232520,12.356731,10,14.897,0,15.502,9.648725,12.346435,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,15.502,12.346435,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1983,0,0,0,0,0,,,,,,,234799,12.366485,10,15.29,0,14.897,9.608915,12.356731,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,14.897,12.356731,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1984,0,0,0,0,0,,,,,,,237001,12.375819,10,16.255,0,15.29,9.634954,12.366485,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,15.29,12.366485,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1985,0,0,0,0,0,,,,,,,239279,12.3853855,10,16.57,0,16.255,9.696156,12.375819,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,16.255,12.375819,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1986,0,0,0,0,0,,,,,,,241625,12.395143,10,16.848,0,16.57,9.715349,12.3853855,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,16.57,12.3853855,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1987,0,0,0,0,0,,,,,,,243942,12.404686,10,17.186,0,16.848,9.731987,12.395143,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,16.848,12.395143,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1988,0,0,0,0,0,,,,,,,246307,12.414334,10,17.71,0,17.186,9.75185,12.404686,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,17.186,12.404686,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1989,0,0,0,0,0,,,,,,,248231,12.422115,10,18.095,0,17.71,9.781885,12.414334,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,17.71,12.414334,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1990,0,0,0,0,0,,,,,,,250372,12.430703,10,18.054,0,18.095,9.8033905,12.422115,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,18.095,12.422115,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1991,0,0,0,0,0,,,,,,,252688,12.439911,10,17.594,0,18.054,9.801123,12.430703,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,18.054,12.430703,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1992,0,0,0,0,0,,,,,,,255000,12.4490185,10,17.945,0,17.594,9.775313,12.439911,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,17.594,12.439911,3.2148678,1,10,0,0,0,0,0,0,0,0,0
2,USA,USA,0,1993,0,0,0,0,0,,,,,,,257752.98,12.459757,10,18.202553,2,17.945,9.795067,12.4490185,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,17.945,12.4490185,3.2148678,1,10,0,0,0,0,,,0,0,0
2,USA,USA,0,1994,0,0,0,0,0,,,,,,,260292,12.46956,10,18.703333,2,18.203,9.809318,12.459757,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695007,0,0,18.202553,12.459757,3.2148678,1,10,0,0,0,0,,,,0,0
2,USA,USA,0,1995,0,0,0,0,0,,,,,,,262761,12.479,10,18.956709,2,18.703,9.836457,12.46956,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.35695013,0,0,18.703333,12.46956,3.2148678,1,10,0,0,0,0,,,,0,0
2,USA,USA,0,1996,0,0,0,0,0,,,,,,,265179,12.48816,10,19.386257,2,18.957,9.849914,12.479,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,18.956709,12.479,3.2148678,1,10,0,0,0,0,,,,0,0
2,USA,USA,0,1997,0,0,0,0,0,,,,,,,267636,12.497383,10,19.994987,2,19.386,9.87232,12.48816,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,19.386257,12.48816,3.2148678,1,10,0,0,0,0,,,,0,0
2,USA,USA,0,1998,0,0,0,0,0,,,,,,,270029,12.506285,10,20.613255,2,19.995,9.903237,12.497383,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,19.994987,12.497383,3.2148678,1,10,0,0,0,0,,,,0,0
2,USA,USA,0,1999,0,0,0,0,0,,,,,,,,,10,21.099253,2,20.613,9.933689,12.506285,0,1,0,0,0,0,0,1,0,23.900002,3.2148678,6280,0,1,0.3569501,0.49095702,0.691,0.125,3,0.59599996,56,28,1.9,0,10,0,0,1,0.3569501,0,0,20.613255,12.506285,3.2148678,1,,0,0,0,0,,,,0,0
20,CANADA,CANADA,1,1945,0,0,0,0,0,,,,,,,12394,9.424968,10,5.188,3,5.188,8.554104,9.424968,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,5.188,9.424968,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1946,0,0,0,0,0,,,,,,,12622,9.443196,10,5.36,3,5.188,8.554104,9.424968,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,5.188,9.424968,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1947,0,0,0,0,0,,,,,,,12888,9.464052,10,5.532,3,5.36,8.5867195,9.443196,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,5.36,9.443196,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1948,0,0,0,0,0,,,,,,,13167,9.485469,10,5.73,3,5.532,8.618304,9.464052,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,5.532,9.464052,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1949,0,0,0,0,0,,,,,,,13475,9.508592,10,5.745,3,5.73,8.653471,9.485469,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,5.73,9.485469,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1950,0,0,0,0,0,,,,,,,13737,9.527848,10,6.38,0,5.745,8.656085,9.508592,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,5.745,9.508592,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1951,0,0,0,0,0,,,,,,,14138,9.556622,10,6.511,0,6.38,8.760923,9.527848,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,6.38,9.527848,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1952,0,0,0,0,0,,,,,,,14537,9.584453,10,6.779,0,6.511,8.781248,9.556622,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,6.511,9.556622,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1953,0,0,0,0,0,,,,,,,14937,9.611597,10,6.901,0,6.779,8.821585,9.584453,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,6.779,9.584453,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1954,0,0,0,0,0,,,,,,,15336,9.637959,10,6.579,0,6.901,8.839421,9.611597,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,6.901,9.611597,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1955,0,0,0,0,0,,,,,,,15735,9.663643,10,6.978,0,6.579,8.791638,9.637959,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,6.579,9.637959,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1956,0,0,0,0,0,,,,,,,16170,9.690913,10,7.435,0,6.978,8.850517,9.663643,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,6.978,9.663643,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1957,0,0,0,0,0,,,,,,,16605,9.717459,10,7.341,0,7.435,8.913954,9.690913,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,7.435,9.690913,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1958,0,0,0,0,0,,,,,,,17040,9.743319,10,7.194,0,7.341,8.901231,9.717459,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,7.341,9.717459,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1959,0,0,0,0,0,,,,,,,17475,9.768527,10,7.304,0,7.194,8.881002,9.743319,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,7.194,9.743319,2.7972813,0,10,0,0,,,0,0,0,0,
20,CANADA,CANADA,0,1960,0,0,0,0,0,,,,,,,17910,9.793115,10,7.258,0,7.304,8.896177,9.768527,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,7.304,9.768527,2.7972813,0,10,0,0,0,0,0,0,0,0,0
20,CANADA,CANADA,0,1961,0,0,0,0,0,,,,,,,18270,9.813016,10,7.261,0,7.258,8.889859,9.793115,0,1,0,0,0,0,0,1,0,15.399999,2.7972813,5950,0,0,0.75499403,0.59634006,0.59,0.23,3,0.63119996,42,40,0.9,0,10,0,0,1,0.75499403,0,0,7.258,9.793115,2.7972813,0,10,0,0,0,0,0,0,0,0,0
